product_family_id,season,nivel,color_group,color_intensity,fit,size_lookiero
JEANS,7,1,red,intenso,tight,M
JEANS,7,1,red,intenso,tight,S
JEANS,7,1,red,intenso,tight,XL
JEANS,7,1,red,intenso,tight,XS
JEANS,7,1,red,intenso,tight,L
SWEATSHIRT,7,2,brown,suave,straight,L
SWEATSHIRT,7,2,brown,suave,straight,M
SWEATSHIRT,7,2,brown,suave,straight,S
SWEATSHIRT,7,2,brown,suave,straight,XS
TOP,7,2,grey,oscuro,straight,M
TOP,7,2,grey,oscuro,straight,S
TOP,7,2,grey,oscuro,straight,L
TOP,7,2,grey,oscuro,straight,XS
TSHIRT,7,2,blue,oscuro,straight,L
TSHIRT,7,2,blue,oscuro,straight,M
TSHIRT,7,2,blue,oscuro,straight,S
TSHIRT,7,2,blue,oscuro,straight,XS
JACKET,7,3,black,oscuro,loose,L
JACKET,7,3,black,oscuro,loose,M
JACKET,7,3,black,oscuro,loose,S
JACKET,7,3,blue,oscuro,tight,L
JACKET,7,3,blue,oscuro,tight,X4XL
JACKET,7,3,blue,oscuro,tight,XL
JACKET,7,3,blue,oscuro,tight,XXL
JACKET,7,3,blue,oscuro,tight,XXXL
JEANS,7,1,white,claro,tight,L
JEANS,7,1,white,claro,tight,XS
JEANS,7,1,white,claro,tight,M
JEANS,7,1,white,claro,tight,S
JEANS,7,1,white,claro,tight,XL
JACKET,7,3,green,oscuro,straight,L
JACKET,7,3,green,oscuro,straight,M
JACKET,7,3,green,oscuro,straight,S
JACKET,7,3,blue,oscuro,straight,L
JACKET,7,3,blue,oscuro,straight,M
JACKET,7,3,blue,oscuro,straight,S
SHIRT,7,2,green,intenso,oversize,UNQ
SHIRT,7,2,blue,claro,oversize,UNQ
CARDIGAN,7,2,grey,suave,loose,UNQ
CARDIGAN,7,2,blue,intenso,loose,UNQ
TOP,7,2,white,claro,straight,M
TOP,7,2,white,claro,straight,S
TOP,7,2,green,intenso,straight,M
TOP,7,2,green,intenso,straight,S
TOP,7,2,yellow,intenso,straight,L
TOP,7,2,yellow,intenso,straight,M
TOP,7,2,yellow,intenso,straight,S
TOP,7,2,black,oscuro,straight,L
TOP,7,2,black,oscuro,straight,M
TOP,7,2,black,oscuro,straight,S
TOP,7,2,green,intenso,straight,L
TOP,7,2,white,claro,straight,L
TOP,7,2,orange,intenso,straight,L
TOP,7,2,orange,intenso,straight,M
TOP,7,2,orange,intenso,straight,S
SWEATER,7,2,black,oscuro,straight,S
SWEATER,7,2,red,intenso,straight,M
SWEATER,7,2,red,intenso,straight,S
SWEATER,7,2,white,claro,straight,M
SWEATER,7,2,white,claro,straight,S
SWEATER,7,2,yellow,intenso,straight,M
SWEATER,7,2,yellow,intenso,straight,S
SWEATER,7,2,black,oscuro,straight,M
JACKET,7,3,blue,oscuro,straight,XL
JACKET,7,3,blue,oscuro,straight,L
JACKET,7,3,blue,oscuro,straight,M
JACKET,7,3,blue,oscuro,straight,S
JACKET,7,3,blue,oscuro,straight,XS
JACKET,7,3,blue,oscuro,straight,XXL
PANT,7,1,black,oscuro,tight,M
PANT,7,1,black,oscuro,tight,S
PANT,7,1,black,oscuro,tight,L
PANT,7,1,black,oscuro,tight,XL
PANT,7,1,black,oscuro,tight,XXL
DRESS,7,1,white,claro,loose,L
DRESS,7,1,white,claro,loose,M
DRESS,7,1,white,claro,loose,S
DRESS,7,1,blue,oscuro,loose,M
DRESS,7,1,blue,oscuro,loose,L
DRESS,7,1,blue,oscuro,loose,S
SHIRT,7,2,pink,suave,straight,L
SHIRT,7,2,pink,suave,straight,M
SHIRT,7,2,green,claro,straight,L
SHIRT,7,2,green,claro,straight,M
SHIRT,7,2,green,claro,straight,S
SHIRT,7,2,green,claro,straight,XL
SHIRT,7,2,yellow,intenso,straight,L
SHIRT,7,2,yellow,intenso,straight,M
